cycle,ambient_temperature,datetime,capacity,voltage_measured,current_measured,temperature_measured,current_load,voltage_load,time,batteryID,measured_power,load_power,power_difference,average_power,temperature_difference,measured_resistance,load_resistance,voltage_efficiency
182,24,2008-04-02 15:25:00,2.035337591,3.303943817,-2.014025655,37.02133962,-1.999,2.411,3386.641,2,-6.65422761012,-4.819589,1.83463861012,-5.736908305,13.02133962,-1.640467592,-1.206103052,72.97339584
183,24,2008-04-02 15:25:00,2.035337591,3.289968496,-2.012418768,37.12876229,-1.9992,2.398,3406.656,2,-6.62079434748,-4.7940816,1.82671274748,-5.707437974,13.12876229,-1.634832942,-1.199479792,72.88823595
191,24,2008-04-02 15:25:00,2.035337591,3.07931027,-2.009309567,38.0956456,-1.9992,2.199,3568.062,2,-6.18728758527,-4.3962408,1.79104678527,-5.291764193,14.0956456,-1.532521579,-1.099939976,71.4120958
193,24,2008-04-02 15:25:00,2.035337591,2.971600236,-2.008868446,38.38847252,-1.9992,2.099,3608.594,2,-5.96955394823,-4.1963208,1.77323314823,-5.082937374,14.38847252,-1.479240834,-1.049919968,70.63534235
196,24,2008-04-02 15:25:00,2.035337591,2.657162899,-2.008370212,38.89127409,-1.9992,1.82,3669.875,2,-5.33656681478,-3.638544,1.69802281478,-4.487555407,14.89127409,-1.323044369,-0.910364146,68.49410703
200,24,2008-04-02 19:43:00,2.025140246,3.96992341,-2.011916321,24.7068608,-1.999,3.076,35.703,2,-7.98715370170,-6.148924,1.83822970170,-7.068038851,0.7068608,-1.973205033,-1.538769385,77.48260312
206,24,2008-04-02 19:43:00,2.025140246,3.893528128,-2.010423329,25.71095831,-1.999,2.993,144.625,2,-7.82763978065,-5.983007,1.84463278065,-6.90532339,1.71095831,-1.936670786,-1.497248624,76.87115392
209,24,2008-04-02 19:43:00,2.025140246,3.872076558,-2.010893199,26.19897489,-1.999,2.973,199.016,2,-7.78633241649,-5.943027,1.84330541649,-6.864679708,2.19897489,-1.925550576,-1.487243622,76.78050667
211,24,2008-04-02 19:43:00,2.025140246,3.859272095,-2.010237996,26.52252561,-1.999,2.961,235.469,2,-7.75805540227,-5.919039,1.83901640227,-6.838547201,2.52252561,-1.919808551,-1.48124062,76.72431296
217,24,2008-04-02 19:43:00,2.025140246,3.827448127,-2.011239424,27.42199275,-1.999,2.931,344.594,2,-7.69791456634,-5.859069,1.83884556634,-6.778491783,3.42199275,-1.903029585,-1.466233117,76.57843824
220,24,2008-04-02 19:43:00,2.025140246,3.813538346,-2.00681768,27.85976309,-1.999,2.917,399.25,2,-7.65307617611,-5.831083,1.82199317611,-6.742079588,3.85976309,-1.900291384,-1.459229615,76.49064295
221,24,2008-04-02 19:43:00,2.025140246,3.809017246,-2.00749955,27.9962942,-1.999,2.913,417.422,2,-7.64660040729,-5.823087,1.82351340729,-6.734843704,3.9962942,-1.897393823,-1.457228614,76.47641929
222,24,2008-04-02 19:43:00,2.025140246,3.804663131,-2.010539249,28.12017082,-1.999,2.909,435.563,2,-7.64942455410,-5.815091,1.83433355410,-6.732257777,4.12017082,-1.892359541,-1.455227614,76.45880594
226,24,2008-04-02 19:43:00,2.025140246,3.787013921,-2.010241296,28.64694721,-1.999,2.891,508.516,2,-7.61281177252,-5.779109,1.83370277252,-6.695960386,4.64694721,-1.883860375,-1.446223112,76.33983028
234,24,2008-04-02 19:43:00,2.025140246,3.752783777,-2.010860275,29.47348398,-1.999,2.858,654.172,2,-7.54632381783,-5.713142,1.83318181783,-6.629732909,5.47348398,-1.866257852,-1.429714857,76.15679905
239,24,2008-04-02 19:43:00,2.025140246,3.732970846,-2.01122837,29.79861507,-1.999,2.838,745.266,2,-7.50785686986,-5.673162,1.83469486986,-6.590509435,5.79861507,-1.85606513,-1.419709855,76.0252388
264,24,2008-04-02 19:43:00,2.025140246,3.645178998,-2.014281436,30.90636515,-1.999,2.75,1203.875,2,-7.34241638657,-5.49725,1.84516638657,-6.419833193,6.90636515,-1.809667176,-1.375687844,75.44211139
270,24,2008-04-02 19:43:00,2.025140246,3.626471693,-2.008804038,31.22420478,-1.999,2.731,1314.391,2,-7.28487098059,-5.459269,1.82560198059,-6.37206999,7.22420478,-1.80528893,-1.366183092,75.30735743
272,24,2008-04-02 19:43:00,2.025140246,3.620115009,-2.01021608,31.32040467,-1.999,2.725,1351.235,2,-7.27721340254,-5.447275,1.82993840254,-6.362244201,7.32040467,-1.800858646,-1.363181591,75.27385161
275,24,2008-04-02 19:43:00,2.025140246,3.611030154,-2.01186895,31.48233126,-1.999,2.716,1406.61,2,-7.26491944435,-5.429284,1.83563544435,-6.347101722,7.48233126,-1.794863504,-1.35867934,75.21399391
278,24,2008-04-02 19:43:00,2.025140246,3.602002928,-2.009962886,31.62329137,-1.999,2.707,1462.282,2,-7.23989220054,-5.411293,1.82859920054,-6.3255926,7.62329137,-1.792074348,-1.354177089,75.15263186
279,24,2008-04-02 19:43:00,2.025140246,3.599119435,-2.010989856,31.67937111,-1.9992,2.704,1480.672,2,-7.23779267432,-5.4058368,1.83195587432,-6.321814737,7.67937111,-1.789725306,-1.352541016,75.12948789
281,24,2008-04-02 19:43:00,2.025140246,3.593301417,-2.01242876,31.78147916,-1.999,2.698,1517.766,2,-7.23126311492,-5.393302,1.83796111492,-6.312282557,7.78147916,-1.785554594,-1.349674837,75.08415485
283,24,2008-04-02 19:43:00,2.025140246,3.587705025,-2.008996572,31.88196231,-1.999,2.693,1554.828,2,-7.20768709657,-5.383307,1.82438009657,-6.295497048,7.88196231,-1.785819386,-1.347173587,75.06191232
287,24,2008-04-02 19:43:00,2.025140246,3.576673479,-2.011514415,32.07149676,-1.999,2.681,1629.235,2,-7.19453026076,-5.359319,1.83521126076,-6.27692463,8.07149676,-1.77809985,-1.341170585,74.95791874
292,24,2008-04-02 19:43:00,2.025140246,3.563384,-2.010851282,32.31949999,-1.9992,2.668,1722.344,2,-7.16543528466,-5.3338656,1.83156968466,-6.249650442,8.31949999,-1.772077345,-1.334533814,74.87264914
296,24,2008-04-02 19:43:00,2.025140246,3.552955402,-2.011123158,32.49724325,-1.9992,2.658,1796.969,2,-7.14543088830,-5.3138736,1.83155728830,-6.229652244,8.49724325,-1.766652325,-1.329531813,74.81095874
298,24,2008-04-02 19:43:00,2.025140246,3.547967429,-2.009186417,32.58765099,-1.9992,2.653,1834.297,2,-7.12852796631,-5.3038776,1.82465036631,-6.216202783,8.58765099,-1.765872693,-1.327030812,74.7752073
306,24,2008-04-02 19:43:00,2.025140246,3.529303372,-2.009543954,32.93700279,-1.999,2.634,1984.188,2,-7.09229025303,-5.265366,1.82692425303,-6.178828127,8.93700279,-1.756270802,-1.317658829,74.63229205
325,24,2008-04-02 19:43:00,2.025140246,3.493674443,-2.008293674,33.75659549,-1.9992,2.598,2342.907,2,-7.01632428289,-5.1939216,1.82240268289,-6.105122941,9.75659549,-1.739623287,-1.299519808,74.36296777
335,24,2008-04-02 19:43:00,2.025140246,3.477235586,-2.008977135,34.22782407,-1.9992,2.582,2533.438,2,-6.98568678528,-5.1619344,1.82375238528,-6.073810593,10.22782407,-1.730848762,-1.291516607,74.25438789
344,24,2008-04-02 19:43:00,2.025140246,3.460486883,-2.011969524,34.70289533,-1.999,2.565,2706.047,2,-6.96239414680,-5.127435,1.83495914680,-6.044914573,10.70289533,-1.71994995,-1.283141571,74.12251763
348,24,2008-04-02 19:43:00,2.025140246,3.452302232,-2.014846434,34.92624441,-1.999,2.557,2783.047,2,-6.95585884124,-5.111443,1.84441584124,-6.033650921,10.92624441,-1.713431939,-1.27913957,74.06651643
349,24,2008-04-02 19:43:00,2.025140246,3.449973993,-2.010963671,34.9868754,-1.999,2.555,2802.344,2,-6.93777236582,-5.107445,1.83032736582,-6.022608683,10.9868754,-1.715582456,-1.27813907,74.05852929
350,24,2008-04-02 19:43:00,2.025140246,3.447848523,-2.010051859,35.03488116,-1.9992,2.552,2821.641,2,-6.93035433321,-5.1019584,1.82839593321,-6.016156367,11.03488116,-1.715303268,-1.276510604,74.01717282
354,24,2008-04-02 19:43:00,2.025140246,3.438760494,-2.012949635,35.30523654,-1.9992,2.543,2899.141,2,-6.92205168125,-5.0839656,1.83808608125,-6.003008641,11.30523654,-1.708319192,-1.272008804,73.95106476
356,24,2008-04-02 19:43:00,2.025140246,3.43342583,-2.008686831,35.43144744,-1.999,2.538,2937.922,2,-6.89667724994,-5.073462,1.82321524994,-5.985069625,11.43144744,-1.709288764,-1.269634817,73.92033863
359,24,2008-04-02 19:43:00,2.025140246,3.425134051,-2.008162491,35.62632233,-1.999,2.53,2996.188,2,-6.87822572787,-5.05747,1.82075572787,-5.967847864,11.62632233,-1.705606029,-1.265632816,73.86572211
361,24,2008-04-02 19:43:00,2.025140246,3.418915949,-2.011909973,35.76695088,-1.9992,2.524,3035.094,2,-6.87855109464,-5.0459808,1.83257029464,-5.962265947,11.76695088,-1.699338437,-1.262505002,73.82457006
365,24,2008-04-02 19:43:00,2.025140246,3.404581866,-2.012160653,36.06488377,-1.9992,2.51,3113.094,2,-6.85056567068,-5.017992,1.83257367068,-5.934278835,12.06488377,-1.692003002,-1.255502201,73.72417815
372,24,2008-04-02 19:43:00,2.025140246,3.370641503,-2.012180138,36.59549408,-1.999,2.476,3250.032,2,-6.78233788466,-4.949524,1.83281388466,-5.865930942,12.59549408,-1.67511916,-1.23861931,73.45782688
388,24,2008-04-02 19:43:00,2.025140246,3.03068618,-2.009219878,38.27220816,-1.9992,2.156,3570.453,2,-6.08931491684,-4.3102752,1.77903971684,-5.199795058,14.27220816,-1.508389506,-1.078431373,71.13900523
389,24,2008-04-02 19:43:00,2.025140246,2.965825542,-2.012398747,38.42194136,-1.999,2.096,3590.797,2,-5.96842360454,-4.189904,1.77851960454,-5.079163802,14.42194136,-1.473776281,-1.048524262,70.67172261
391,24,2008-04-02 19:43:00,2.025140246,2.760432044,-2.009518122,38.73127614,-1.999,1.918,3631.438,2,-5.54713821697,-3.834082,1.71305621697,-4.690610108,14.73127614,-1.373678602,-0.95947974,69.48187709
395,24,2008-04-03 00:01:00,2.013326371,4.178121323,-0.000657549,24.70514136,-0.0006,4.193,16.797,2,-0.00274731950,-0.0025158,0.00023151950,-0.00263156,0.70514136,-6354.083609,-6988.333333,100.3561093
397,24,2008-04-03 00:01:00,2.013326371,3.952874423,-2.010607748,24.92000407,-1.999,3.055,53.891,2,-7.94767994175,-6.106945,1.84073494175,-7.027312471,0.92000407,-1.966009744,-1.528264132,77.28553131
401,24,2008-04-03 00:01:00,2.013326371,3.905363515,-2.009848374,25.59288746,-1.999,3.004,126.609,2,-7.84918851050,-6.004996,1.84419251050,-6.927092255,1.59288746,-1.943113503,-1.502751376,76.9198562
402,24,2008-04-03 00:01:00,2.013326371,3.896912637,-2.012275438,25.77207265,-1.999,2.997,144.828,2,-7.84166158347,-5.991003,1.85065858347,-6.916332292,1.77207265,-1.936570195,-1.499249625,76.90703588
404,24,2008-04-03 00:01:00,2.013326371,3.882007521,-2.010176361,26.10462582,-1.999,2.983,181.25,2,-7.80351975194,-5.963017,1.84050275194,-6.883268376,2.10462582,-1.93117758,-1.492246123,76.84168523
405,24,2008-04-03 00:01:00,2.013326371,3.875074591,-2.010236334,26.26556141,-1.999,2.977,199.406,2,-7.78981573979,-5.951023,1.83879273979,-6.87041937,2.26556141,-1.927671153,-1.489244622,76.82432764
407,24,2008-04-03 00:01:00,2.013326371,3.862434513,-2.012329024,26.57246135,-1.999,2.965,235.516,2,-7.77248907381,-5.927035,1.84545407381,-6.849762037,2.57246135,-1.919385184,-1.483241621,76.76505556
419,24,2008-04-03 00:01:00,2.013326371,3.802799422,-2.01113659,28.26882056,-1.999,2.908,453.641,2,-7.64794906202,-5.813092,1.83485706202,-6.730520531,4.26882056,-1.890870785,-1.454727364,76.46998112
422,24,2008-04-03 00:01:00,2.013326371,3.789280169,-2.011063775,28.65573215,-1.999,2.895,508.281,2,-7.62048408120,-5.787105,1.83337908120,-6.703794541,4.65573215,-1.884216809,-1.448224112,76.3997348
424,24,2008-04-03 00:01:00,2.013326371,3.780551104,-2.009055854,28.88677126,-1.999,2.886,544.75,2,-7.59533832684,-5.769114,1.82622432684,-6.682226163,4.88677126,-1.881755102,-1.443721861,76.33807666
430,24,2008-04-03 00:01:00,2.013326371,3.754854201,-2.011706724,29.4723182,-1.999,2.861,654.078,2,-7.55366544379,-5.719139,1.83452644379,-6.636402222,5.4723182,-1.86650179,-1.431215608,76.19470283
452,24,2008-04-03 00:01:00,2.013326371,3.673277747,-2.013149074,30.45612504,-1.999,2.779,1057.391,2,-7.39485569492,-5.555221,1.83963469492,-6.475038347,6.45612504,-1.824642693,-1.390195098,75.65450237
459,24,2008-04-03 00:01:00,2.013326371,3.649954728,-2.010164408,30.81956694,-1.999,2.756,1185.844,2,-7.33700908504,-5.509244,1.82776508504,-6.423126543,6.81956694,-1.815749355,-1.378689345,75.50778586
460,24,2008-04-03 00:01:00,2.013326371,3.646741164,-2.009752482,30.870343,-1.999,2.753,1204.234,2,-7.32904710556,-5.503247,1.82580010556,-6.416147053,6.870343,-1.814522533,-1.377188594,75.49205924
462,24,2008-04-03 00:01:00,2.013326371,3.640268539,-2.011868874,30.99496454,-1.999,2.746,1241,2,-7.32374296662,-5.489254,1.83448896662,-6.406498483,6.99496454,-1.80939652,-1.373686843,75.43399534
470,24,2008-04-03 00:01:00,2.013326371,3.615433417,-2.008072641,31.39870781,-1.999,2.721,1388.703,2,-7.26005293003,-5.439279,1.82077393003,-6.349665965,7.39870781,-1.800449517,-1.36118059,75.26068623
474,24,2008-04-03 00:01:00,2.013326371,3.603434675,-2.008279769,31.60226261,-1.999,2.709,1462.781,2,-7.23670495672,-5.415291,1.82141395672,-6.325997978,7.60226261,-1.794289188,-1.355177589,75.17827418
476,24,2008-04-03 00:01:00,2.013326371,3.597588935,-2.009085242,31.70392447,-1.999,2.703,1499.953,2,-7.22786283609,-5.403297,1.82456583609,-6.315579918,7.70392447,-1.790660177,-1.352176088,75.13365337
477,24,2008-04-03 00:01:00,2.013326371,3.594799196,-2.004777311,31.74145327,-1.999,2.701,1518.484,2,-7.20677186574,-5.399299,1.80747286574,-6.303035433,7.74145327,-1.793116461,-1.351175588,75.13632481
482,24,2008-04-03 00:01:00,2.013326371,3.580485071,-2.009764014,32.01050425,-1.999,2.687,1611.266,2,-7.19593004836,-5.371313,1.82461704836,-6.283621524,8.01050425,-1.78154502,-1.344172086,75.04569763
485,24,2008-04-03 00:01:00,2.013326371,3.572205656,-2.012469384,32.15518264,-1.999,2.678,1666.984,2,-7.18895451605,-5.353322,1.83563251605,-6.271138258,8.15518264,-1.775036025,-1.339669835,74.96768825
496,24,2008-04-03 00:01:00,2.013326371,3.544301752,-2.010538266,32.65942922,-1.999,2.65,1872.531,2,-7.12595429865,-5.29735,1.82860429865,-6.211652149,8.65942922,-1.762862121,-1.325662831,74.76790029
503,24,2008-04-03 00:01:00,2.013326371,3.528181542,-2.008009099,32.9586834,-1.9992,2.634,2003.437,2,-7.08462063926,-5.2658928,1.81872783926,-6.17525672,8.9586834,-1.757054559,-1.317527011,74.65602233
504,24,2008-04-03 00:01:00,2.013326371,3.525927726,-2.008703264,32.99323374,-1.9992,2.632,2022.203,2,-7.08254253184,-5.2618944,1.82064813184,-6.172218466,8.99323374,-1.755325333,-1.316526611,74.64702071
507,24,2008-04-03 00:01:00,2.013326371,3.519911827,-2.008834066,33.12129078,-1.999,2.625,2078.562,2,-7.07091878739,-5.247375,1.82354378739,-6.159146894,9.12129078,-1.752216316,-1.313156578,74.57573169
512,24,2008-04-03 00:01:00,2.013326371,3.51004825,-2.012480457,33.3141867,-1.999,2.616,2172.672,2,-7.06390350625,-5.229384,1.83451950625,-6.146643753,9.3141867,-1.744140291,-1.308654327,74.52889002
514,24,2008-04-03 00:01:00,2.013326371,3.506553263,-2.010865123,33.42817292,-1.999,2.612,2210.516,2,-7.05120565851,-5.221388,1.82981765851,-6.136296829,9.42817292,-1.743803313,-1.306653327,74.48910095
520,24,2008-04-03 00:01:00,2.013326371,3.496167694,-2.012019221,33.68001581,-1.9992,2.602,2324.281,2,-7.03435660017,-5.2019184,1.83243820017,-6.1181375,9.68001581,-1.7376413,-1.301520608,74.42434768
526,24,2008-04-03 00:01:00,2.013326371,3.486383299,-2.011778751,33.93960537,-1.999,2.592,2438.312,2,-7.01383183877,-5.181408,1.83242383877,-6.097619919,9.93960537,-1.732985447,-1.296648324,74.34638643
540,24,2008-04-03 00:01:00,2.013326371,3.461472735,-2.010574019,34.6624421,-1.999,2.567,2705.984,2,-6.95954714847,-5.131433,1.82811414847,-6.045490074,10.6624421,-1.721634072,-1.284142071,74.15918589
564,24,2008-04-03 00:01:00,2.013326371,3.391950558,-2.009973793,36.26144809,-1.999,2.498,3172.156,2,-6.81773172873,-4.993502,1.82422972873,-5.905616864,12.26144809,-1.687559594,-1.249624812,73.64494138
568,24,2008-04-03 00:01:00,2.013326371,3.369862723,-2.012614217,36.59139134,-1.999,2.477,3250.437,2,-6.78223362565,-4.951523,1.83071062565,-5.866878313,12.59139134,-1.674370922,-1.23911956,73.50447789
569,24,2008-04-03 00:01:00,2.013326371,3.363087078,-2.012268923,36.66033468,-1.999,2.47,3270.062,2,-6.76743561240,-4.93753,1.82990561240,-5.852482806,12.66033468,-1.671291068,-1.235617809,73.44442599
574,24,2008-04-03 00:01:00,2.013326371,3.314889452,-2.011765082,37.11545752,-1.999,2.424,3368.937,2,-6.66877885022,-4.845576,1.82320285022,-5.757177425,13.11545752,-1.647751759,-1.212606303,73.12461049
579,24,2008-04-03 00:01:00,2.013326371,3.217640275,-2.01009089,37.62926078,-1.999,2.332,3468.859,2,-6.46774940407,-4.661668,1.80608140407,-5.564708702,13.62926078,-1.600743673,-1.166583292,72.47547273
584,24,2008-04-03 00:01:00,2.013326371,3.004551541,-2.010634745,38.28001,-1.999,2.133,3570.25,2,-6.04105572148,-4.263867,1.77718872148,-5.152461361,14.28001,-1.494329862,-1.067033517,70.99229189
585,24,2008-04-03 00:01:00,2.013326371,2.930512162,-2.01074374,38.42448801,-1.999,2.066,3590.594,2,-5.89250898474,-4.129934,1.76257498474,-5.011221492,14.42448801,-1.457426973,-1.033516758,70.49962211
590,24,2008-04-03 04:16:00,2.013284666,4.178562358,0.000198119,24.64838492,-0.0006,4.194,16.766,2,0.00082785260,-0.0025164,0.00334425260,-0.000844274,0.64838492,21091.17428,-6990,100.3694486
596,24,2008-04-03 04:16:00,2.013284666,3.906797094,-2.0117496,25.51268719,-1.999,3.006,126.578,2,-7.85949749114,-6.008994,1.85050349114,-6.934245746,1.51268719,-1.941989746,-1.503751876,76.94282369
597,24,2008-04-03 04:16:00,2.013284666,3.89803784,-2.009649566,25.68692003,-1.999,2.998,144.782,2,-7.83369005341,-5.993002,1.84068805341,-6.913346027,1.68692003,-1.939660479,-1.499749875,76.91048992
601,24,2008-04-03 04:16:00,2.013284666,3.869900248,-2.010203587,26.32774651,-1.999,2.971,217.594,2,-7.77928735986,-5.939029,1.84025835986,-6.85915818,2.32774651,-1.925128516,-1.486243122,76.77200469
603,24,2008-04-03 04:16:00,2.013284666,3.857913745,-2.010689781,26.63967051,-1.999,2.961,254.063,2,-7.75706774305,-5.919039,1.83802874305,-6.838053372,2.63967051,-1.918701622,-1.48124062,76.75132716
614,24,2008-04-03 04:16:00,2.013284666,3.804009333,-2.008809622,28.19499273,-1.999,2.909,453.813,2,-7.64153055031,-5.815091,1.82643955031,-6.728310775,4.19499273,-1.893663437,-1.455227614,76.47194697
618,24,2008-04-03 04:16:00,2.013284666,3.785816016,-2.009871235,28.69784047,-1.999,2.891,526.625,2,-7.60900271156,-5.779109,1.82989371156,-6.694055856,4.69784047,-1.883611223,-1.446223112,76.36398567
627,24,2008-04-03 04:16:00,2.013284666,3.747421993,-2.010383889,29.52714936,-1.999,2.854,690.391,2,-7.53375680001,-5.705146,1.82861080001,-6.6194514,5.52714936,-1.86403304,-1.427713857,76.1590236
628,24,2008-04-03 04:16:00,2.013284666,3.743477504,-2.010021576,29.59431899,-1.999,2.85,708.563,2,-7.52447055231,-5.69715,1.82732055231,-6.610810276,5.59431899,-1.862406627,-1.425712856,76.13241957
629,24,2008-04-03 04:16:00,2.013284666,3.739731403,-2.010319782,29.6473624,-1.999,2.845,726.766,2,-7.51805601882,-5.687155,1.83090101882,-6.602605509,5.6473624,-1.860266927,-1.423211606,76.07498222
631,24,2008-04-03 04:16:00,2.013284666,3.731761411,-2.009667988,29.74770147,-1.999,2.838,763.344,2,-7.49960144654,-5.673162,1.82643944654,-6.586381723,5.74770147,-1.856904441,-1.419709855,76.04987799
640,24,2008-04-03 04:16:00,2.013284666,3.698322809,-2.010499756,30.069096,-1.999,2.805,928.547,2,-7.43547710510,-5.607195,1.82828210510,-6.521336053,6.069096,-1.839504232,-1.403201601,75.84519105
641,24,2008-04-03 04:16:00,2.013284666,3.69466426,-2.013166728,30.12031068,-1.999,2.801,946.828,2,-7.43797515936,-5.599199,1.83877615936,-6.51858708,6.12031068,-1.835250011,-1.4012006,75.81203062
647,24,2008-04-03 04:16:00,2.013284666,3.673373284,-2.009806338,30.38263951,-1.999,2.78,1056.86,2,-7.38276890802,-5.55722,1.82554890802,-6.469994454,6.38263951,-1.827724997,-1.390695348,75.67975768
657,24,2008-04-03 04:16:00,2.013284666,3.64039329,-2.01136781,30.90260913,-1.999,2.747,1240.907,2,-7.32216987925,-5.491253,1.83091687925,-6.40671144,6.90260913,-1.809909293,-1.374187094,75.45887988
660,24,2008-04-03 04:16:00,2.013284666,3.630738334,-2.01204462,31.06273519,-1.999,2.737,1296.094,2,-7.30520753155,-5.471263,1.83394453155,-6.388235266,7.06273519,-1.804501897,-1.369184592,75.38411607
661,24,2008-04-03 04:16:00,2.013284666,3.627746517,-2.012717813,31.11066975,-1.999,2.734,1314.532,2,-7.30163003581,-5.465266,1.83636403581,-6.383448018,7.11066975,-1.80241189,-1.367683842,75.36358969
663,24,2008-04-03 04:16:00,2.013284666,3.621453479,-2.010469147,31.22812038,-1.999,2.728,1351.469,2,-7.28082048683,-5.453272,1.82754848683,-6.367046243,7.22812038,-1.801297714,-1.364682341,75.32887046
664,24,2008-04-03 04:16:00,2.013284666,3.618398237,-2.010869437,31.27050445,-1.999,2.725,1369.86,2,-7.27612642568,-5.447275,1.82885142568,-6.361700713,7.27050445,-1.799419779,-1.363181591,75.30956577
668,24,2008-04-03 04:16:00,2.013284666,3.606213269,-2.010231122,31.47264676,-1.999,2.713,1444.078,2,-7.24932214591,-5.423287,1.82603514591,-6.336304573,7.47264676,-1.793929678,-1.357178589,75.23126886
679,24,2008-04-03 04:16:00,2.013284666,3.57458122,-2.009236897,32.04257319,-1.999,2.681,1648.344,2,-7.18218047855,-5.359319,1.82286147855,-6.270749739,8.04257319,-1.779074048,-1.341170585,75.0017928
692,24,2008-04-03 04:16:00,2.013284666,3.541298509,-2.010611186,32.61381026,-1.999,2.648,1891.375,2,-7.12017439516,-5.293352,1.82682239516,-6.206763198,8.61381026,-1.76130449,-1.324662331,74.7748317
695,24,2008-04-03 04:16:00,2.013284666,3.534311214,-2.009037506,32.75144773,-1.999,2.641,1947.61,2,-7.10056378680,-5.279359,1.82120478680,-6.189961393,8.75144773,-1.759206189,-1.32116058,74.72460234
699,24,2008-04-03 04:16:00,2.013284666,3.525571821,-2.011941388,32.92436254,-1.999,2.632,2022.703,2,-7.09324386304,-5.261368,1.83187586304,-6.177305932,8.92436254,-1.752323324,-1.316658329,74.6545563
703,24,2008-04-03 04:16:00,2.013284666,3.517349107,-2.012088539,33.09125883,-1.999,2.624,2097.86,2,-7.07721782586,-5.245376,1.83184182586,-6.161296913,9.09125883,-1.748108515,-1.312656328,74.60163664
704,24,2008-04-03 04:16:00,2.013284666,3.515175049,-2.010048175,33.14046008,-1.999,2.622,2116.719,2,-7.06567119205,-5.241378,1.82429319205,-6.153524596,9.14046008,-1.748801393,-1.311655828,74.59087993
707,24,2008-04-03 04:16:00,2.013284666,3.509831217,-2.009049131,33.26102693,-1.999,2.616,2173.375,2,-7.05142335647,-5.229384,1.82203935647,-6.140403678,9.26102693,-1.747011142,-1.308654327,74.53349857
708,24,2008-04-03 04:16:00,2.013284666,3.507992772,-2.012545942,33.3079919,-1.999,2.614,2192.297,2,-7.05999661785,-5.225386,1.83461061785,-6.142691309,9.3079919,-1.743062207,-1.307653827,74.51554692
713,24,2008-04-03 04:16:00,2.013284666,3.499451152,-2.011954372,33.51936562,-1.999,2.606,2286.719,2,-7.04073604487,-5.209394,1.83134204487,-6.125065022,9.51936562,-1.739329281,-1.303651826,74.46882059
718,24,2008-04-03 04:16:00,2.013284666,3.49111883,-2.010646036,33.74245024,-1.999,2.597,2381.594,2,-7.01940423674,-5.191403,1.82800123674,-6.105403618,9.74245024,-1.736316969,-1.299149575,74.38875978
722,24,2008-04-03 04:16:00,2.013284666,3.484462486,-2.01175639,33.92960968,-1.999,2.59,2457.703,2,-7.00988967193,-5.17741,1.83247967193,-6.093649836,9.92960968,-1.732049916,-1.295647824,74.32997228
724,24,2008-04-03 04:16:00,2.013284666,3.481104517,-2.008620843,34.03040263,-1.9992,2.587,2496.141,2,-6.99221908951,-5.1719304,1.82028868951,-6.082074745,10.03040263,-1.733081945,-1.294017607,74.31549347
725,24,2008-04-03 04:16:00,2.013284666,3.479596549,-2.012992035,34.07623574,-1.999,2.586,2515.203,2,-7.00440013815,-5.169414,1.83498613815,-6.086907069,10.07623574,-1.728569457,-1.293646823,74.31896094
730,24,2008-04-03 04:16:00,2.013284666,3.470468752,-2.01138311,34.32821287,-1.999,2.576,2610.797,2,-6.98044223156,-5.149424,1.83101823156,-6.064933116,10.32821287,-1.725414087,-1.288644322,74.22628423
735,24,2008-04-03 04:16:00,2.013284666,3.460611903,-2.011217124,34.59904929,-1.999,2.567,2706.86,2,-6.96004191883,-5.131433,1.82860891883,-6.045737459,10.59904929,-1.720655548,-1.284142071,74.17763309
737,24,2008-04-03 04:16:00,2.013284666,3.456670862,-2.012705696,34.71946681,-1.9992,2.563,2745.344,2,-6.95726113314,-5.1239496,1.83331153314,-6.040605367,10.71946681,-1.717424892,-1.282012805,74.14648667
744,24,2008-04-03 04:16:00,2.013284666,3.440508806,-2.009493216,35.15946679,-1.999,2.547,2880.203,2,-6.91367910525,-5.091453,1.82222610525,-6.002566053,11.15946679,-1.712127604,-1.274137069,74.02974803
753,24,2008-04-03 04:16:00,2.013284666,3.413869725,-2.009950078,35.77930886,-1.999,2.52,3055.282,2,-6.86170772005,-5.03748,1.82422772005,-5.94959386,11.77930886,-1.698484834,-1.260630315,73.81652503
759,24,2008-04-03 04:16:00,2.013284666,3.389217826,-2.010422867,36.20630529,-1.999,2.496,3172.172,2,-6.81376101863,-4.989504,1.82425701863,-5.901632509,12.20630529,-1.685823357,-1.248624312,73.64531075
770,24,2008-04-03 04:16:00,2.013284666,3.289707312,-2.014205166,37.17527808,-1.999,2.4,3389.078,2,-6.62614546246,-4.7976,1.82854546246,-5.711872731,13.17527808,-1.633253339,-1.2006003,72.95481854
775,24,2008-04-03 04:16:00,2.013284666,3.162786146,-2.010645749,37.74442024,-1.999,2.281,3489.297,2,-6.35924251945,-4.559719,1.79952351945,-5.45948076,13.74442024,-1.573020085,-1.141070535,72.11995673
778,24,2008-04-03 04:16:00,2.013284666,3.018705817,-2.009538051,38.14441922,-1.999,2.147,3550.157,2,-6.06620420404,-4.291853,1.77435120404,-5.179028602,14.14441922,-1.502188931,-1.074037019,71.12319418
780,24,2008-04-03 04:16:00,2.013284666,2.852083884,-2.008123712,38.45085556,-1.999,1.998,3590.75,2,-5.72733727607,-3.994002,1.73333527607,-4.860669638,14.45085556,-1.420272998,-0.99949975,70.05404053
