cycle,ambient_temperature,datetime,capacity,voltage_measured,current_measured,temperature_measured,current_load,voltage_load,time,batteryID
25960,24,5/9/2008 12:25,1.605818899,3.473884509,-2.014224338,33.49733204,1.9982,2.503,1752.688,1
25961,24,5/9/2008 12:25,1.605818899,3.472584111,-2.015071446,33.5319275,1.9982,2.501,1762.063,1
25962,24,5/9/2008 12:25,1.605818899,3.471158438,-2.013932875,33.56918211,1.9982,2.5,1771.422,1
25963,24,5/9/2008 12:25,1.605818899,3.469985808,-2.011478547,33.61570966,1.9982,2.499,1780.813,1
25964,24,5/9/2008 12:25,1.605818899,3.468630157,-2.012053197,33.65739903,1.9982,2.498,1790.156,1
25965,24,5/9/2008 12:25,1.605818899,3.467331664,-2.012155672,33.70530729,1.9982,2.496,1799.563,1
25966,24,5/9/2008 12:25,1.605818899,3.465978172,-2.013588659,33.75269443,1.9982,2.495,1808.891,1
25967,24,5/9/2008 12:25,1.605818899,3.464758377,-2.010895594,33.77699483,1.9982,2.494,1818.25,1
25968,24,5/9/2008 12:25,1.605818899,3.463342233,-2.013346388,33.8104226,1.9982,2.492,1827.641,1
25969,24,5/9/2008 12:25,1.605818899,3.462095557,-2.014926339,33.83146878,1.9982,2.491,1837.031,1
25970,24,5/9/2008 12:25,1.605818899,3.460741582,-2.010449871,33.88019965,1.9982,2.49,1846.391,1
25971,24,5/9/2008 12:25,1.605818899,3.459441154,-2.012734392,33.89670296,1.9982,2.489,1855.75,1
25972,24,5/9/2008 12:25,1.605818899,3.458081256,-2.013776111,33.93606699,1.9982,2.487,1865.125,1
25973,24,5/9/2008 12:25,1.605818899,3.456780054,-2.012119382,33.98354637,1.9982,2.486,1874.485,1
25974,24,5/9/2008 12:25,1.605818899,3.455607652,-2.011255353,34.04763998,1.9982,2.485,1883.813,1
25975,24,5/9/2008 12:25,1.605818899,3.454165643,-2.015433979,34.07364368,1.9982,2.484,1893.203,1
25976,24,5/9/2008 12:25,1.605818899,3.452765843,-2.015085569,34.10455647,1.9982,2.482,1902.563,1
25977,24,5/9/2008 12:25,1.605818899,3.451555742,-2.013349906,34.12379098,1.9982,2.48,1911.906,1
25978,24,5/9/2008 12:25,1.605818899,3.450256665,-2.014868925,34.17136517,1.9982,2.479,1921.313,1
25979,24,5/9/2008 12:25,1.605818899,3.448866018,-2.012424414,34.2029292,1.9982,2.478,1930.641,1
25980,24,5/9/2008 12:25,1.605818899,3.447441104,-2.013861001,34.24235481,1.9982,2.476,1940.078,1
25981,24,5/9/2008 12:25,1.605818899,3.446263474,-2.013610861,34.28534854,1.9982,2.475,1949.422,1
25982,24,5/9/2008 12:25,1.605818899,3.444843659,-2.015231956,34.32666801,1.9982,2.474,1958.781,1
25983,24,5/9/2008 12:25,1.605818899,3.443456145,-2.011181704,34.37345862,1.9982,2.472,1968.156,1
25984,24,5/9/2008 12:25,1.605818899,3.441968669,-2.014616102,34.39910667,1.9982,2.471,1977.547,1
25985,24,5/9/2008 12:25,1.605818899,3.440610431,-2.013139854,34.453654,1.9982,2.47,1986.906,1
25986,24,5/9/2008 12:25,1.605818899,3.439212447,-2.013569639,34.47867406,1.9982,2.468,1996.235,1
25987,24,5/9/2008 12:25,1.605818899,3.43794242,-2.010008078,34.50864827,1.9982,2.467,2005.625,1
25988,24,5/9/2008 12:25,1.605818899,3.436520879,-2.01493038,34.57833638,1.9982,2.466,2014.985,1
25989,24,5/9/2008 12:25,1.605818899,3.435039908,-2.014935315,34.60781977,1.9982,2.464,2024.313,1
25990,24,5/9/2008 12:25,1.605818899,3.433621563,-2.01311503,34.61925912,1.9982,2.463,2033.703,1
25991,24,5/9/2008 12:25,1.605818899,3.432156419,-2.014338229,34.66501918,1.9982,2.462,2043.063,1
25992,24,5/9/2008 12:25,1.605818899,3.430659474,-2.01546558,34.69231667,1.9982,2.46,2052.485,1
25993,24,5/9/2008 12:25,1.605818899,3.42927868,-2.013999175,34.75629746,1.9982,2.459,2061.844,1
25994,24,5/9/2008 12:25,1.605818899,3.427840919,-2.010762527,34.78085876,1.9982,2.458,2071.203,1
25995,24,5/9/2008 12:25,1.605818899,3.426309064,-2.011950408,34.8169422,1.9982,2.456,2080.563,1
25996,24,5/9/2008 12:25,1.605818899,3.424834099,-2.013264493,34.86701239,1.9982,2.455,2089.938,1
25997,24,5/9/2008 12:25,1.605818899,3.423236166,-2.012305997,34.91085874,1.9982,2.454,2099.313,1
25998,24,5/9/2008 12:25,1.605818899,3.421775948,-2.01051603,34.95361231,1.9982,2.452,2108.672,1
25999,24,5/9/2008 12:25,1.605818899,3.42026267,-2.014527938,34.97945673,1.9982,2.451,2118.016,1
26000,24,5/9/2008 12:25,1.605818899,3.418674265,-2.011773625,35.02590372,1.9982,2.449,2127.406,1
26001,24,5/9/2008 12:25,1.605818899,3.417175634,-2.012608606,35.0881313,1.9982,2.448,2136.766,1
26002,24,5/9/2008 12:25,1.605818899,3.415537235,-2.013880938,35.11606849,1.9982,2.446,2146.141,1
26003,24,5/9/2008 12:25,1.605818899,3.413894196,-2.011936051,35.15031171,1.9982,2.445,2155.516,1
26004,24,5/9/2008 12:25,1.605818899,3.412358396,-2.013931976,35.20385227,1.9982,2.444,2164.875,1
26005,24,5/9/2008 12:25,1.605818899,3.410601451,-2.013074634,35.29510519,1.9982,2.442,2174.25,1
26006,24,5/9/2008 12:25,1.605818899,3.409028309,-2.012055642,35.27131768,1.9982,2.44,2183.656,1
26007,24,5/9/2008 12:25,1.605818899,3.407397187,-2.013298753,35.2988639,1.9982,2.439,2193.047,1
26008,24,5/9/2008 12:25,1.605818899,3.405574213,-2.0130737,35.3455805,1.9982,2.437,2202.391,1
26009,24,5/9/2008 12:25,1.605818899,3.404004058,-2.012076305,35.3943376,1.9982,2.436,2211.719,1
26010,24,5/9/2008 12:25,1.605818899,3.402025383,-2.011772566,35.45099951,1.9982,2.434,2221.078,1
26011,24,5/9/2008 12:25,1.605818899,3.40041237,-2.012134584,35.48660326,1.9982,2.432,2230.469,1
26012,24,5/9/2008 12:25,1.605818899,3.398620834,-2.011694708,35.52581784,1.9982,2.43,2239.844,1
26013,24,5/9/2008 12:25,1.605818899,3.396705207,-2.01454244,35.56549348,1.9982,2.429,2249.25,1
26014,24,5/9/2008 12:25,1.605818899,3.394930816,-2.013320817,35.59455823,1.9982,2.427,2258.75,1
26015,24,5/9/2008 12:25,1.605818899,3.392976737,-2.013134522,35.64317343,1.9982,2.425,2268.125,1
26016,24,5/9/2008 12:25,1.605818899,3.391183747,-2.009178401,35.66583475,1.9982,2.424,2277.485,1
26017,24,5/9/2008 12:25,1.605818899,3.389035171,-2.015303634,35.72164639,1.9982,2.422,2286.86,1
26018,24,5/9/2008 12:25,1.605818899,3.387098478,-2.011997818,35.77716528,1.9982,2.42,2296.219,1
26019,24,5/9/2008 12:25,1.605818899,3.384856394,-2.016224083,35.81176838,1.9982,2.418,2305.61,1
26020,24,5/9/2008 12:25,1.605818899,3.382767786,-2.017087516,35.84388952,1.9982,2.416,2314.938,1
26021,24,5/9/2008 12:25,1.605818899,3.380764576,-2.014442607,35.89098883,1.9982,2.414,2324.313,1
26022,24,5/9/2008 12:25,1.605818899,3.378499421,-2.010423891,35.9444232,1.9982,2.412,2333.641,1
26023,24,5/9/2008 12:25,1.605818899,3.376233324,-2.014279022,35.98175164,1.9982,2.41,2342.969,1
26024,24,5/9/2008 12:25,1.605818899,3.373949206,-2.013700428,36.03431174,1.9982,2.408,2352.438,1
26025,24,5/9/2008 12:25,1.605818899,3.371457718,-2.010738237,36.07646236,1.9982,2.405,2361.813,1
26026,24,5/9/2008 12:25,1.605818899,3.369140485,-2.012668184,36.12933441,1.9982,2.403,2371.172,1
26027,24,5/9/2008 12:25,1.605818899,3.366566145,-2.012324377,36.18031423,1.9982,2.4,2380.531,1
26028,24,5/9/2008 12:25,1.605818899,3.36395723,-2.008906302,36.2127705,1.9982,2.398,2389.875,1
26029,24,5/9/2008 12:25,1.605818899,3.361177562,-2.011493535,36.27108799,1.9982,2.396,2399.235,1
26030,24,5/9/2008 12:25,1.605818899,3.358765645,-2.01368931,36.32448259,1.9982,2.393,2408.625,1
26031,24,5/9/2008 12:25,1.605818899,3.355722794,-2.014154848,36.35595124,1.9982,2.39,2418,1
26032,24,5/9/2008 12:25,1.605818899,3.352641282,-2.013430082,36.38698683,1.9982,2.388,2427.406,1
26033,24,5/9/2008 12:25,1.605818899,3.349605275,-2.011362887,36.43793423,1.9982,2.385,2436.781,1
26034,24,5/9/2008 12:25,1.605818899,3.346573935,-2.013324695,36.48123018,1.9982,2.382,2446.141,1
26035,24,5/9/2008 12:25,1.605818899,3.343291335,-2.012906599,36.53504793,1.9982,2.378,2455.485,1
26036,24,5/9/2008 12:25,1.605818899,3.340047667,-2.011743202,36.5802859,1.9982,2.375,2464.875,1
26037,24,5/9/2008 12:25,1.605818899,3.336505321,-2.013873399,36.65316349,1.9982,2.372,2474.25,1
26038,24,5/9/2008 12:25,1.605818899,3.332750011,-2.014722653,36.6786272,1.9982,2.368,2483.61,1
26039,24,5/9/2008 12:25,1.605818899,3.328868539,-2.012462371,36.71594763,1.9982,2.365,2493,1
26040,24,5/9/2008 12:25,1.605818899,3.32480156,-2.011658767,36.76849955,1.9982,2.36,2502.406,1
26041,24,5/9/2008 12:25,1.605818899,3.320569079,-2.01208519,36.8335955,1.9982,2.357,2511.891,1
26042,24,5/9/2008 12:25,1.605818899,3.316169964,-2.010844782,36.90416407,1.9982,2.352,2521.281,1
26043,24,5/9/2008 12:25,1.605818899,3.311545133,-2.01621099,36.95946295,1.9982,2.348,2530.641,1
26044,24,5/9/2008 12:25,1.605818899,3.306831351,-2.012594686,36.98593226,1.9982,2.344,2540.016,1
26045,24,5/9/2008 12:25,1.605818899,3.301755208,-2.013519687,37.0344565,1.9982,2.338,2549.375,1
26046,24,5/9/2008 12:25,1.605818899,3.296600844,-2.013376404,37.09919289,1.9982,2.334,2558.703,1
26047,24,5/9/2008 12:25,1.605818899,3.291000741,-2.012642919,37.163542,1.9982,2.329,2568.094,1
26048,24,5/9/2008 12:25,1.605818899,3.285418883,-2.012130728,37.20214774,1.9982,2.323,2577.453,1
26049,24,5/9/2008 12:25,1.605818899,3.278919679,-2.010376392,37.25720137,1.9982,2.317,2586.828,1
26050,24,5/9/2008 12:25,1.605818899,3.272704456,-2.014422473,37.34124628,1.9982,2.311,2596.156,1
26051,24,5/9/2008 12:25,1.605818899,3.265733871,-2.012873904,37.3861108,1.9982,2.305,2605.578,1
26052,24,5/9/2008 12:25,1.605818899,3.258590051,-2.013919361,37.42844002,1.9982,2.298,2614.953,1
26053,24,5/9/2008 12:25,1.605818899,3.251312531,-2.011433427,37.49316716,1.9982,2.291,2624.313,1
26054,24,5/9/2008 12:25,1.605818899,3.243327475,-2.011675127,37.60178821,1.9982,2.283,2633.656,1
26055,24,5/9/2008 12:25,1.605818899,3.235233552,-2.010858904,37.60704337,1.9982,2.275,2643.016,1
26056,24,5/9/2008 12:25,1.605818899,3.226214969,-2.013968202,37.66827978,1.9982,2.267,2652.422,1
26057,24,5/9/2008 12:25,1.605818899,3.217108502,-2.013448149,37.75483043,1.9982,2.258,2661.797,1
26058,24,5/9/2008 12:25,1.605818899,3.207414044,-2.011724926,37.81744477,1.9982,2.249,2671.172,1
26059,24,5/9/2008 12:25,1.605818899,3.197496195,-2.014707564,37.87398919,1.9982,2.239,2680.563,1
26060,24,5/9/2008 12:25,1.605818899,3.186461521,-2.011423104,37.93667638,1.9982,2.229,2689.891,1
26061,24,5/9/2008 12:25,1.605818899,3.175227459,-2.01331972,38.00482199,1.9982,2.217,2699.219,1
26062,24,5/9/2008 12:25,1.605818899,3.163438411,-2.015064819,38.08424817,1.9982,2.207,2708.547,1
26063,24,5/9/2008 12:25,1.605818899,3.150568451,-2.014152435,38.13365067,1.9982,2.194,2717.985,1
26064,24,5/9/2008 12:25,1.605818899,3.13736539,-2.014800721,38.24029678,1.9982,2.181,2727.328,1
26065,24,5/9/2008 12:25,1.605818899,3.123322894,-2.011323275,38.34692491,1.9982,2.168,2736.672,1
26066,24,5/9/2008 12:25,1.605818899,3.108265713,-2.013633593,38.38105981,1.9982,2.153,2746.11,1
26067,24,5/9/2008 12:25,1.605818899,3.092628761,-2.013185434,38.44171175,1.9982,2.138,2755.469,1
26068,24,5/9/2008 12:25,1.605818899,3.075828893,-2.011128943,38.57493844,1.9982,2.122,2764.828,1
26069,24,5/9/2008 12:25,1.605818899,3.058448051,-2.012012671,38.63759987,1.9982,2.105,2774.188,1
26070,24,5/9/2008 12:25,1.605818899,3.040110187,-2.012780964,38.73202576,1.9982,2.088,2783.578,1
26071,24,5/9/2008 12:25,1.605818899,3.020443972,-2.010128123,38.85694622,1.9982,2.069,2792.938,1
26072,24,5/9/2008 12:25,1.605818899,3.000023265,-2.010771215,38.88844095,1.9982,2.049,2802.328,1
26073,24,5/9/2008 12:25,1.605818899,2.978413213,-2.012756068,39.00818039,1.9982,2.029,2811.656,1
26074,24,5/9/2008 12:25,1.605818899,2.95555718,-2.015378316,39.12242785,1.9982,2.006,2821.031,1
26075,24,5/9/2008 12:25,1.605818899,2.930601013,-2.012371317,39.20364564,1.9982,1.982,2830.422,1
26076,24,5/9/2008 12:25,1.605818899,2.903607712,-2.014797326,39.299391,1.9982,1.958,2839.813,1
26077,24,5/9/2008 12:25,1.605818899,2.873564931,-2.014100092,39.43715551,1.9982,1.929,2849.172,1
26078,24,5/9/2008 12:25,1.605818899,2.839234765,-2.013262386,39.5831823,1.9982,1.898,2858.516,1
26079,24,5/9/2008 12:25,1.605818899,2.798926532,-2.013839883,39.67937664,1.9982,1.862,2867.891,1
26080,24,5/9/2008 12:25,1.605818899,2.750799036,-2.011349533,39.80887518,1.9982,1.819,2877.25,1
26081,24,5/9/2008 12:25,1.605818899,2.692054817,-2.01106654,39.98142092,1.9982,1.768,2886.625,1
26082,24,5/9/2008 12:25,1.605818899,3.03000706,-0.002476772,40.09418103,0.0008,0,2896.25,1
26083,24,5/9/2008 12:25,1.605818899,3.109454578,-0.001148943,40.08323933,0.0006,0,2905.891,1
26084,24,5/9/2008 12:25,1.605818899,3.167168639,-0.001437196,40.0346838,0.0006,0,2915.531,1
26085,24,5/9/2008 12:25,1.605818899,3.211434035,-0.000940132,39.972098,0.0008,0,2925.141,1
26086,24,5/9/2008 12:25,1.605818899,3.247126715,-0.002831524,39.81672053,0.0006,0,2934.781,1
26087,24,5/9/2008 12:25,1.605818899,3.276741381,-0.002418096,39.69241669,0.0006,0,2944.422,1
26088,24,5/9/2008 12:25,1.605818899,3.30230678,0.000601011,39.56142175,0.0008,0,2954.063,1
26089,24,5/9/2008 12:25,1.605818899,3.324434579,-0.001835068,39.43369447,0.0008,0,2963.703,1
26090,24,5/9/2008 12:25,1.605818899,3.344043464,-0.002360249,39.27725437,0.0006,0,2973.344,1
26091,24,5/9/2008 12:25,1.605818899,3.361251592,-0.003200292,39.14813214,0.0006,0,2983.016,1
26092,24,5/9/2008 12:25,1.605818899,3.376738477,0.000351433,38.96681332,0.0006,0,2992.656,1
26093,24,5/9/2008 12:25,1.605818899,3.390675348,0.001043644,38.81406269,0.0006,0,3002.266,1
26094,24,5/9/2008 12:25,1.605818899,3.40309184,-0.002591408,38.62051595,0.0008,0,3011.906,1
26095,24,5/9/2008 12:25,1.605818899,3.414894764,-0.00201326,38.46083204,0.0006,0,3021.672,1
26096,24,5/9/2008 12:25,1.605818899,3.42572929,-0.002862721,38.2981143,0.0006,0,3031.375,1
26097,24,5/9/2008 12:25,1.605818899,3.43551667,1.55E-05,38.16197073,0.0006,0,3041.016,1
26098,24,5/9/2008 12:25,1.605818899,3.444911412,-0.002148409,38.00774497,0.0006,0,3050.641,1
26099,24,5/9/2008 12:25,1.605818899,3.453329567,-0.002885773,37.8074676,0.0006,0,3060.313,1
26100,24,5/9/2008 12:25,1.605818899,3.461195575,-1.56E-05,37.63937192,0.0008,0,3069.985,1
26101,24,5/9/2008 12:25,1.605818899,3.468952491,0.001545043,37.50775013,0.0008,0,3079.641,1
26102,24,5/9/2008 12:25,1.605818899,3.475899343,-0.000693105,37.36220694,0.0008,0,3089.313,1
26103,24,5/9/2008 12:25,1.605818899,3.482476673,0.000247461,37.1915771,0.0006,0,3098.985,1
26104,24,5/9/2008 12:25,1.605818899,3.488722594,0.000894757,37.05411139,0.0006,0,3108.688,1
26105,24,5/9/2008 12:25,1.605818899,3.494870402,-0.0036105,36.91869812,0.0006,0,3118.438,1
26106,24,5/9/2008 12:25,1.605818899,3.500574681,-0.003496141,36.75168272,0.0006,0,3128.235,1
26107,24,5/9/2008 12:25,1.605818899,3.506089587,-0.001422597,36.57307854,0.0006,0,3138.094,1
26108,24,5/9/2008 12:25,1.605818899,3.511036647,-0.000841664,36.44894776,0.0006,0,3147.844,1
26109,24,5/9/2008 12:25,1.605818899,3.515894511,-0.001187854,36.29584556,0.0006,0,3157.672,1
26110,24,5/9/2008 12:25,1.605818899,3.520560807,-0.002722967,36.19163606,0.0006,0,3167.453,1
26111,24,5/9/2008 12:25,1.605818899,3.525050223,-0.001056051,36.01263662,0.0006,0,3177.219,1
26112,24,5/9/2008 20:28,1.563849145,4.200423046,-0.00301276,24.72670353,0.0006,0,0,1
26113,24,5/9/2008 20:28,1.563849145,4.199298089,-0.000456819,24.71931154,0.0006,4.215,9.375,1
26114,24,5/9/2008 20:28,1.563849145,4.000591816,-2.014952427,24.74512229,1.9982,2.972,19.547,1
26115,24,5/9/2008 20:28,1.563849145,3.982499166,-2.014687381,24.81921203,1.9982,2.975,28.984,1
26116,24,5/9/2008 20:28,1.563849145,3.968638894,-2.011958163,24.90028525,1.9982,2.967,38.375,1
26117,24,5/9/2008 20:28,1.563849145,3.956908666,-2.01326445,24.99902576,1.9982,2.957,47.765,1
26118,24,5/9/2008 20:28,1.563849145,3.94650152,-2.013477155,25.10564371,1.9982,2.951,57.125,1
26119,24,5/9/2008 20:28,1.563849145,3.937132493,-2.011189913,25.21481194,1.9982,2.938,66.484,1
26120,24,5/9/2008 20:28,1.563849145,3.929083476,-2.01360039,25.32487209,1.9982,2.923,75.812,1
26121,24,5/9/2008 20:28,1.563849145,3.921282366,-2.014608945,25.42226499,1.9982,2.916,85.219,1
26122,24,5/9/2008 20:28,1.563849145,3.914097389,-2.014674089,25.52877251,1.9982,2.91,94.578,1
26123,24,5/9/2008 20:28,1.563849145,3.907425008,-2.013065666,25.63218892,1.9982,2.905,103.937,1
26124,24,5/9/2008 20:28,1.563849145,3.901294044,-2.014286766,25.74615205,1.9982,2.899,113.359,1
26125,24,5/9/2008 20:28,1.563849145,3.895402264,-2.013845681,25.85659368,1.9982,2.895,122.734,1
26126,24,5/9/2008 20:28,1.563849145,3.890085284,-2.015272901,25.96806714,1.9982,2.892,132.078,1
26127,24,5/9/2008 20:28,1.563849145,3.884502716,-2.01532124,26.07342789,1.9982,2.887,141.453,1
26128,24,5/9/2008 20:28,1.563849145,3.879635516,-2.009186932,26.17718869,1.9982,2.882,150.859,1
26129,24,5/9/2008 20:28,1.563849145,3.874664839,-2.012943128,26.28827591,1.998,2.879,160.25,1
26130,24,5/9/2008 20:28,1.563849145,3.870179218,-2.011198246,26.39451714,1.9982,2.875,169.625,1
26131,24,5/9/2008 20:28,1.563849145,3.865767409,-2.010486654,26.50589586,1.9982,2.872,179.078,1
26132,24,5/9/2008 20:28,1.563849145,3.861483589,-2.013510549,26.61080305,1.9982,2.869,188.422,1
26133,24,5/9/2008 20:28,1.563849145,3.857393756,-2.014717812,26.72265893,1.9982,2.865,197.828,1
26134,24,5/9/2008 20:28,1.563849145,3.853428372,-2.008915149,26.82489276,1.9982,2.862,207.219,1
26135,24,5/9/2008 20:28,1.563849145,3.849387959,-2.0130271,26.92560409,1.9982,2.858,216.578,1
26136,24,5/9/2008 20:28,1.563849145,3.845875238,-2.012032446,27.02021494,1.9982,2.855,225.953,1
26137,24,5/9/2008 20:28,1.563849145,3.84216232,-2.012252473,27.1247914,1.9982,2.852,235.312,1
26138,24,5/9/2008 20:28,1.563849145,3.838734641,-2.013370789,27.22240208,1.9982,2.849,244.687,1
26139,24,5/9/2008 20:28,1.563849145,3.835469122,-2.014012283,27.33050768,1.9982,2.846,254.047,1
26140,24,5/9/2008 20:28,1.563849145,3.832224233,-2.014978284,27.43800942,1.9982,2.843,263.406,1
26141,24,5/9/2008 20:28,1.563849145,3.828826628,-2.012121203,27.53780797,1.9982,2.84,272.765,1
26142,24,5/9/2008 20:28,1.563849145,3.825800725,-2.013762117,27.63677462,1.9982,2.837,282.172,1
26143,24,5/9/2008 20:28,1.563849145,3.822710107,-2.014168596,27.74591534,1.9982,2.835,291.5,1
26144,24,5/9/2008 20:28,1.563849145,3.819671308,-2.00925821,27.84358135,1.9982,2.833,300.875,1
26145,24,5/9/2008 20:28,1.563849145,3.816677693,-2.013717418,27.94210327,1.9982,2.83,310.25,1
26146,24,5/9/2008 20:28,1.563849145,3.813679536,-2.013418693,28.0346822,1.9982,2.827,319.609,1
26147,24,5/9/2008 20:28,1.563849145,3.810596329,-2.014358947,28.12911194,1.9982,2.825,329,1
26148,24,5/9/2008 20:28,1.563849145,3.807713107,-2.012111999,28.22461698,1.9982,2.822,338.39,1
26149,24,5/9/2008 20:28,1.563849145,3.804511618,-2.014202767,28.33193577,1.998,2.819,347.812,1
26150,24,5/9/2008 20:28,1.563849145,3.801471545,-2.014263182,28.42230083,1.9982,2.817,357.187,1
26151,24,5/9/2008 20:28,1.563849145,3.798308101,-2.012682256,28.51296404,1.9982,2.814,366.547,1
26152,24,5/9/2008 20:28,1.563849145,3.795183298,-2.013141752,28.61620841,1.9982,2.811,375.906,1
26153,24,5/9/2008 20:28,1.563849145,3.791700394,-2.013132171,28.70000494,1.9982,2.809,385.234,1
26154,24,5/9/2008 20:28,1.563849145,3.788659691,-2.009421918,28.80355807,1.9982,2.805,394.609,1
26155,24,5/9/2008 20:28,1.563849145,3.78530377,-2.012213637,28.88219616,1.9982,2.803,403.984,1
26156,24,5/9/2008 20:28,1.563849145,3.781950726,-2.013761609,28.97731082,1.9982,2.799,413.344,1
26157,24,5/9/2008 20:28,1.563849145,3.778763639,-2.015448805,29.05916823,1.9982,2.796,422.703,1
26158,24,5/9/2008 20:28,1.563849145,3.775469385,-2.014635453,29.1595931,1.9982,2.793,432.047,1
26159,24,5/9/2008 20:28,1.563849145,3.772050148,-2.012368136,29.24237737,1.9982,2.79,441.375,1
26160,24,5/9/2008 20:28,1.563849145,3.768690417,-2.01335858,29.34090431,1.9982,2.787,450.781,1
26161,24,5/9/2008 20:28,1.563849145,3.765305256,-2.013269931,29.43012158,1.9982,2.783,460.109,1
26162,24,5/9/2008 20:28,1.563849145,3.761848332,-2.013117021,29.50596547,1.9982,2.781,469.547,1
26163,24,5/9/2008 20:28,1.563849145,3.758448011,-2.011882703,29.59217893,1.9982,2.778,478.906,1
26164,24,5/9/2008 20:28,1.563849145,3.754766522,-2.0128166,29.67316252,1.9982,2.775,488.281,1
26165,24,5/9/2008 20:28,1.563849145,3.751504174,-2.013592014,29.75684046,1.9982,2.771,497.64,1
26166,24,5/9/2008 20:28,1.563849145,3.748163005,-2.014615032,29.825423,1.9982,2.768,507,1
26167,24,5/9/2008 20:28,1.563849145,3.744561753,-2.012083042,29.89114627,1.9982,2.765,516.344,1
26168,24,5/9/2008 20:28,1.563849145,3.741144074,-2.013497719,29.96110992,1.9982,2.761,525.734,1
26169,24,5/9/2008 20:28,1.563849145,3.737731169,-2.011629618,30.0323974,1.9982,2.759,535.094,1
26170,24,5/9/2008 20:28,1.563849145,3.73421543,-2.016700895,30.09332738,1.9982,2.755,544.469,1
26171,24,5/9/2008 20:28,1.563849145,3.731029265,-2.011190402,30.14708612,1.9982,2.752,553.828,1
26172,24,5/9/2008 20:28,1.563849145,3.727721286,-2.010693611,30.19711795,1.9982,2.749,563.187,1
26173,24,5/9/2008 20:28,1.563849145,3.724605631,-2.013733119,30.24041897,1.9982,2.747,572.531,1
26174,24,5/9/2008 20:28,1.563849145,3.721368939,-2.016257034,30.27771218,1.9982,2.743,581.922,1
26175,24,5/9/2008 20:28,1.563849145,3.718267027,-2.010286274,30.31863526,1.9982,2.74,591.281,1
26176,24,5/9/2008 20:28,1.563849145,3.715353173,-2.012844881,30.3478635,1.9982,2.737,600.672,1
26177,24,5/9/2008 20:28,1.563849145,3.712451767,-2.013727844,30.38114591,1.9982,2.735,610.031,1
26178,24,5/9/2008 20:28,1.563849145,3.709409167,-2.013271964,30.40353244,1.9982,2.731,619.406,1
26179,24,5/9/2008 20:28,1.563849145,3.706455796,-2.011937445,30.41718162,1.9982,2.729,628.765,1
26180,24,5/9/2008 20:28,1.563849145,3.703565186,-2.013906422,30.43683156,1.9982,2.726,638.14,1
26181,24,5/9/2008 20:28,1.563849145,3.700848009,-2.013548618,30.46163628,1.9982,2.724,647.5,1
26182,24,5/9/2008 20:28,1.563849145,3.697764438,-2.012444513,30.47203525,1.9982,2.721,656.859,1
26183,24,5/9/2008 20:28,1.563849145,3.695185366,-2.011542328,30.4907409,1.9982,2.719,666.281,1
26184,24,5/9/2008 20:28,1.563849145,3.692397095,-2.014247234,30.50607817,1.998,2.716,675.64,1
26185,24,5/9/2008 20:28,1.563849145,3.689539852,-2.014534113,30.51159614,1.9982,2.713,684.969,1
26186,24,5/9/2008 20:28,1.563849145,3.686954536,-2.013015278,30.52183881,1.9982,2.711,694.375,1
26187,24,5/9/2008 20:28,1.563849145,3.684213578,-2.014024634,30.52378306,1.9982,2.709,703.734,1
26188,24,5/9/2008 20:28,1.563849145,3.681459945,-2.011692364,30.53753581,1.9982,2.706,713.078,1
26189,24,5/9/2008 20:28,1.563849145,3.678735652,-2.010799255,30.54031579,1.9982,2.703,722.469,1
26190,24,5/9/2008 20:28,1.563849145,3.676102739,-2.013469131,30.55261347,1.9982,2.701,731.844,1
26191,24,5/9/2008 20:28,1.563849145,3.673536039,-2.013417364,30.5747111,1.9982,2.698,741.203,1
26192,24,5/9/2008 20:28,1.563849145,3.670745665,-2.01087761,30.57218627,1.9982,2.696,750.531,1
26193,24,5/9/2008 20:28,1.563849145,3.668043013,-2.014060261,30.57287908,1.9982,2.693,759.922,1
26194,24,5/9/2008 20:28,1.563849145,3.66551321,-2.012629101,30.59382801,1.9982,2.691,769.281,1
26195,24,5/9/2008 20:28,1.563849145,3.663034059,-2.015520885,30.60646248,1.9982,2.689,778.703,1
26196,24,5/9/2008 20:28,1.563849145,3.660521202,-2.013105243,30.59951905,1.9982,2.686,788.062,1
26197,24,5/9/2008 20:28,1.563849145,3.65766601,-2.013441184,30.62206166,1.9982,2.683,797.437,1
26198,24,5/9/2008 20:28,1.563849145,3.65528579,-2.01248969,30.63254163,1.9982,2.681,806.765,1
26199,24,5/9/2008 20:28,1.563849145,3.652677485,-2.011872865,30.64755822,1.9982,2.679,816.14,1
26200,24,5/9/2008 20:28,1.563849145,3.650331189,-2.012806376,30.66300408,1.9982,2.677,825.484,1
26201,24,5/9/2008 20:28,1.563849145,3.647766481,-2.011749451,30.68150332,1.9982,2.674,834.875,1
26202,24,5/9/2008 20:28,1.563849145,3.645045704,-2.014725606,30.6993678,1.9982,2.671,844.25,1
26203,24,5/9/2008 20:28,1.563849145,3.642805336,-2.01517208,30.71721497,1.9982,2.669,853.609,1
26204,24,5/9/2008 20:28,1.563849145,3.640102282,-2.013881511,30.73514662,1.9982,2.667,862.984,1
26205,24,5/9/2008 20:28,1.563849145,3.63764879,-2.01487165,30.7680017,1.9982,2.665,872.344,1
26206,24,5/9/2008 20:28,1.563849145,3.635041801,-2.013281893,30.78839061,1.9982,2.662,881.703,1
